station,dst_score,total_flow,Latitude,Longitude
1208365,0.448276977130099,13.642857142857142,33.738115,-117.825811
1208537,0.7492926411240434,231.2142857142857,33.73489,-117.817068
1208955,0.5298321295158218,205.0,33.654255,-117.74294
1208962,0.7434662725504467,234.78571428571428,33.737856,-117.825947
1208975,0.7292743961166709,214.32142857142856,33.739183,-117.829214
1208976,4.449649539025187,1912.107142857143,33.738432,-117.827716
1208977,1.2986907660263292,563.4285714285714,33.738432,-117.827716
1208989,0.46345991645327195,197.8928571428572,33.740283,-117.832416
1208993,0.7900002099767444,243.75,33.740098,-117.832494
1209011,0.7247383128334407,213.3928571428572,33.741403,-117.835585
1209014,0.8262329918294452,255.25,33.741219,-117.835743
1209693,0.7210488646109788,206.0,33.745655,-117.842095
1209694,0.8484225872813131,260.25,33.745553,-117.842538
1209727,0.7318747436020608,211.0,33.750124,-117.844061
1209728,0.9036786971526776,270.0357142857143,33.749928,-117.844652
